,imgseq,timestamp,broken,mat
74,car01-frame000074.png,1530124363741744063,False,"[[ 0.99863535 -0.00952601  0.05134881 -1.01473921]
 [-0.05080989  0.05010998  0.99745042 -4.46518447]
 [-0.01207481 -0.99869828  0.04955758  0.20742983]
 [ 0.          0.          0.          1.        ]]"
75,car01-frame000075.png,1530124363941757936,True,[]
76,car01-frame000076.png,1530124364141766823,False,"[[ 0.99803582 -0.0158117   0.06061766 -1.00608035]
 [-0.05941748  0.06770058  0.99593483 -4.35031806]
 [-0.01985127 -0.99758038  0.06662811  0.21623409]
 [ 0.          0.          0.          1.        ]]"
77,car01-frame000077.png,1530124364341779653,False,"[[ 0.99882725 -0.02221511  0.0430187  -1.00437641]
 [-0.04229348  0.03214385  0.99858802 -4.29445161]
 [-0.02356653 -0.99923634  0.0311666   0.21689932]
 [ 0.          0.          0.          1.        ]]"
78,car01-frame000078.png,1530124364541629817,False,"[[ 0.99890585 -0.02822678  0.03728735 -1.00659965]
 [-0.03598966  0.04516414  0.99833108 -4.24035316]
 [-0.02986373 -0.99858072  0.04409886  0.21861876]
 [ 0.          0.          0.          1.        ]]"
79,car01-frame000079.png,1530124364741967358,False,"[[ 0.99951208 -0.02818122  0.01346896 -1.01185334]
 [-0.01189618  0.05525159  0.99840159 -4.19292072]
 [-0.02888036 -0.99807469  0.05488938  0.21783642]
 [ 0.          0.          0.          1.        ]]"
80,car01-frame000080.png,1530124364941655593,False,"[[ 0.99985347 -0.01635294  0.00506128 -1.01444792]
 [-0.0043548   0.0429525   0.99906762 -4.14964961]
 [-0.01655509 -0.99894327  0.04287499  0.2191146 ]
 [ 0.          0.          0.          1.        ]]"
81,car01-frame000081.png,1530124365141901867,False,"[[ 0.99991735 -0.01001598  0.00806053 -1.01448868]
 [-0.00762679  0.04261348  0.99906252 -4.10387216]
 [-0.01035007 -0.99904143  0.04253357  0.21759997]
 [ 0.          0.          0.          1.        ]]"
82,car01-frame000082.png,1530124365341663964,False,"[[ 0.99985999 -0.01524511  0.00689776 -1.01294016]
 [-0.00648776  0.02678159  0.99962026 -4.04647471]
 [-0.01542405 -0.99952505  0.02667894  0.21600296]
 [ 0.          0.          0.          1.        ]]"
83,car01-frame000083.png,1530124365541906730,False,"[[ 0.99975547 -0.0177018   0.01325285 -1.00964943]
 [-0.01295633  0.01676161  0.99977557 -3.97908017]
 [-0.01791997 -0.9997028   0.01652816  0.21430457]
 [ 0.          0.          0.          1.        ]]"
84,car01-frame000084.png,1530124365741765458,False,"[[ 0.99955655 -0.02138115  0.02072543 -1.00626957]
 [-0.0206329   0.00453935  0.99977681 -3.90431358]
 [-0.02147046 -0.99976109  0.00409619  0.21378726]
 [ 0.          0.          0.          1.        ]]"
85,car01-frame000085.png,1530124365941746386,False,"[[  9.99535544e-01  -1.40480397e-02   2.70434651e-02  -1.00248787e+00]
 [ -2.70398427e-02   4.47760547e-04   9.99634256e-01  -3.82713667e+00]
 [ -1.40550107e-02  -9.99901221e-01   6.76957984e-05   2.12698526e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
86,car01-frame000086.png,1530124366141647570,False,"[[ 0.99914679 -0.01271445  0.03929418 -0.99947599]
 [-0.03910845  0.01454136  0.99912916 -3.74500605]
 [-0.01327477 -0.99981343  0.01403171  0.21304124]
 [ 0.          0.          0.          1.        ]]"
87,car01-frame000087.png,1530124366341862673,False,"[[ 0.9990429  -0.01438055  0.04130951 -0.99368083]
 [-0.04104395  0.01829622  0.99898981 -3.65749814]
 [-0.01512183 -0.99972919  0.01768847  0.2109536 ]
 [ 0.          0.          0.          1.        ]]"
88,car01-frame000088.png,1530124366541888927,False,"[[ 0.99893572 -0.02119724  0.04096456 -0.9897107 ]
 [-0.04034516  0.02886695  0.99876873 -3.5615275 ]
 [-0.02235367 -0.99935848  0.02798103  0.21020725]
 [ 0.          0.          0.          1.        ]]"
89,car01-frame000089.png,1530124366741666032,False,"[[ 0.99967182 -0.01976855  0.01629306 -0.99482507]
 [-0.01580535  0.0245816   0.99957288 -3.4648529 ]
 [-0.02016061 -0.99950235  0.02426108  0.21005291]
 [ 0.          0.          0.          1.        ]]"
90,car01-frame000090.png,1530124366941671375,False,"[[ 0.99976363 -0.01943906 -0.00973646 -1.00024232]
 [ 0.01017589  0.02263602  0.99969198 -3.37125011]
 [-0.01921268 -0.99955477  0.02282848  0.21028104]
 [ 0.          0.          0.          1.        ]]"
91,car01-frame000091.png,1530124367141828643,False,"[[ 0.99970422 -0.02321768 -0.00724016 -1.00014147]
 [ 0.00789348  0.02817218  0.99957192 -3.28161297]
 [-0.02300377 -0.99933341  0.02834711  0.21028271]
 [ 0.          0.          0.          1.        ]]"
92,car01-frame000092.png,1530124367341660405,False,"[[ 0.99942836 -0.0295331  -0.01645457 -1.00152567]
 [ 0.01735684  0.03055941  0.99938224 -3.19588348]
 [-0.02901201 -0.99909655  0.03105454  0.20900275]
 [ 0.          0.          0.          1.        ]]"
93,car01-frame000093.png,1530124367541780914,False,"[[ 0.99956678 -0.02599162 -0.013809   -1.00238468]
 [ 0.01481789  0.03903205  0.99912808 -3.11679521]
 [-0.02542996 -0.99889986  0.03940028  0.20967654]
 [ 0.          0.          0.          1.        ]]"
94,car01-frame000094.png,1530124367741713477,False,"[[ 0.99955877 -0.02804232 -0.00979252 -1.00343807]
 [ 0.01090677  0.03986111  0.9991457  -3.03745046]
 [-0.02762802 -0.99881165  0.04014937  0.20992563]
 [ 0.          0.          0.          1.        ]]"
95,car01-frame000095.png,1530124367941825744,False,"[[ 0.9994456  -0.03107012 -0.01196383 -1.00334101]
 [ 0.01291941  0.03073928  0.99944394 -2.96747592]
 [-0.03068509 -0.99904442  0.03112365  0.20999659]
 [ 0.          0.          0.          1.        ]]"
96,car01-frame000096.png,1530124368141693865,False,"[[ 0.99955141 -0.0286373  -0.00876816 -1.00407989]
 [ 0.00991315  0.04008807  0.99914697 -2.90259861]
 [-0.02826138 -0.99878569  0.04035397  0.21001447]
 [ 0.          0.          0.          1.        ]]"
97,car01-frame000097.png,1530124368341857282,False,"[[ 0.99962257 -0.02538355 -0.01050725 -1.00496748]
 [ 0.01143781  0.0367973   0.99925729 -2.84241907]
 [-0.02497806 -0.99900032  0.03707374  0.21004573]
 [ 0.          0.          0.          1.        ]]"
98,car01-frame000098.png,1530124368541738538,False,"[[ 0.99962562 -0.02537408 -0.01023624 -1.00511105]
 [ 0.01112487  0.03513122  0.99932079 -2.78493456]
 [-0.02499723 -0.99906054  0.03540035  0.21028668]
 [ 0.          0.          0.          1.        ]]"
99,car01-frame000099.png,1530124368741929555,False,"[[ 0.99957948 -0.02729996 -0.00977622 -1.00537005]
 [ 0.01078602  0.03708998  0.99925372 -2.72884266]
 [-0.02691699 -0.99893896  0.03736884  0.21053126]
 [ 0.          0.          0.          1.        ]]"
100,car01-frame000100.png,1530124368941770034,False,"[[ 0.99954194 -0.02898702 -0.00869864 -1.00537604]
 [ 0.00976664  0.03690822  0.99927093 -2.67229607]
 [-0.02864483 -0.99889816  0.03717442  0.21095992]
 [ 0.          0.          0.          1.        ]]"
101,car01-frame000101.png,1530124369141728255,False,"[[ 0.99949009 -0.03108598 -0.0072958  -1.00559406]
 [ 0.00852472  0.03958551  0.99917982 -2.61299998]
 [-0.03077167 -0.99873252  0.03983032  0.21124011]
 [ 0.          0.          0.          1.        ]]"
102,car01-frame000102.png,1530124369341791647,False,"[[ 0.99962426 -0.02520505 -0.01077267 -1.00574709]
 [ 0.01161172  0.03338275  0.99937518 -2.55178908]
 [-0.02482968 -0.99912477  0.03366288  0.21055915]
 [ 0.          0.          0.          1.        ]]"
103,car01-frame000103.png,1530124369541979821,False,"[[ 0.99971724 -0.02237649 -0.00804575 -1.00608277]
 [ 0.00892299  0.03938411  0.9991843  -2.48652103]
 [-0.02204136 -0.99897357  0.03957264  0.20948732]
 [ 0.          0.          0.          1.        ]]"
104,car01-frame000104.png,1530124369741836095,False,"[[ 0.99963195 -0.02437379 -0.01191109 -1.00719311]
 [ 0.01258125  0.0275292   0.99954182 -2.41789319]
 [-0.02403472 -0.9993238   0.02782572  0.21025814]
 [ 0.          0.          0.          1.        ]]"
105,car01-frame000105.png,1530124369942146361,False,"[[ 0.99966663 -0.01892349 -0.01756528 -1.00666639]
 [ 0.01799762  0.02292438  0.99957519 -2.34837997]
 [-0.01851278 -0.99955809  0.02325732  0.20940275]
 [ 0.          0.          0.          1.        ]]"
106,car01-frame000106.png,1530124370141981243,False,"[[ 0.99980029 -0.0159445  -0.01204766 -1.00644469]
 [ 0.01230256  0.01598591  0.99979653 -2.27791875]
 [-0.01574866 -0.99974508  0.01617888  0.21008049]
 [ 0.          0.          0.          1.        ]]"
107,car01-frame000107.png,1530124370343187112,False,"[[ 0.99982721 -0.01443059 -0.01171776 -1.00684742]
 [ 0.01197527  0.01788994  0.99976824 -2.20770963]
 [-0.01421762 -0.99973582  0.01805966  0.20981371]
 [ 0.          0.          0.          1.        ]]"
108,car01-frame000108.png,1530124370541763942,True,[]
109,car01-frame000109.png,1530124370741685657,True,[]
110,car01-frame000110.png,1530124370941954991,True,[]
111,car01-frame000111.png,1530124371141599912,True,[]
112,car01-frame000112.png,1530124371342125799,True,[]
113,car01-frame000113.png,1530124371542430129,True,[]
114,car01-frame000114.png,1530124371741956521,True,[]
115,car01-frame000115.png,1530124371942546433,False,"[[ 0.99972389 -0.01786339 -0.01526593 -1.01079825]
 [ 0.01572055  0.02559254  0.99954884 -1.62106845]
 [-0.01746464 -0.99951284  0.0258663   0.20754909]
 [ 0.          0.          0.          1.        ]]"
116,car01-frame000116.png,1530124372141858804,False,"[[ 0.99979738 -0.01299122 -0.01537605 -1.01131019]
 [ 0.01578491  0.03197863  0.9993639  -1.55300167]
 [-0.01249125 -0.99940412  0.03217721  0.20734695]
 [ 0.          0.          0.          1.        ]]"
117,car01-frame000117.png,1530124372342429862,False,"[[ 0.9997966  -0.00924159 -0.01792608 -1.01225173]
 [ 0.01819171  0.02950794  0.99939899 -1.48837489]
 [-0.00870707 -0.99952182  0.02967006  0.20734045]
 [ 0.          0.          0.          1.        ]]"
118,car01-frame000118.png,1530124372541902463,False,"[[ 0.99979491 -0.01073618 -0.01717209 -1.01209316]
 [ 0.01742366  0.02379544  0.999565   -1.42299342]
 [-0.01032289 -0.9996592   0.02397762  0.20700341]
 [ 0.          0.          0.          1.        ]]"
119,car01-frame000119.png,1530124372741663411,True,[]
120,car01-frame000120.png,1530124372941562924,True,[]
121,car01-frame000121.png,1530124373143055345,True,[]
122,car01-frame000122.png,1530124373341970206,True,[]
123,car01-frame000123.png,1530124373542021168,False,"[[ 0.9998467  -0.01098534 -0.01363481 -1.01400235]
 [ 0.01385948  0.02064179  0.99969087 -1.14471053]
 [-0.0107005  -0.99972658  0.02079088  0.20705759]
 [ 0.          0.          0.          1.        ]]"
124,car01-frame000124.png,1530124373741951133,False,"[[ 0.99982163 -0.01007168 -0.01597697 -1.01435391]
 [ 0.01625636  0.02829784  0.99946734 -1.09114332]
 [-0.0096142  -0.99954879  0.02845652  0.20696937]
 [ 0.          0.          0.          1.        ]]"
125,car01-frame000125.png,1530124373941937580,False,"[[ 0.99982068 -0.0111814  -0.01528373 -1.01420863]
 [ 0.01554696  0.02384675  0.99959473 -1.03542605]
 [-0.01081241 -0.99965309  0.02401631  0.2064062 ]
 [ 0.          0.          0.          1.        ]]"
126,car01-frame000126.png,1530124374141910512,False,"[[ 0.99981331 -0.01221101 -0.01497438 -1.01420753]
 [ 0.01533275  0.0298031   0.99943818 -0.98237556]
 [-0.01175786 -0.9994812   0.02998477  0.2063558 ]
 [ 0.          0.          0.          1.        ]]"
127,car01-frame000127.png,1530124374342046957,False,"[[ 0.99976385 -0.01533038 -0.01540218 -1.01462821]
 [ 0.01573939  0.02212411  0.99963133 -0.92850956]
 [-0.01498397 -0.99963769  0.02236017  0.20613373]
 [ 0.          0.          0.          1.        ]]"
128,car01-frame000128.png,1530124374541855707,False,"[[ 0.99981373 -0.01144463 -0.0155414  -1.0147365 ]
 [ 0.01577249  0.02038572  0.99966777 -0.87483326]
 [-0.011124   -0.99972668  0.02056243  0.20529567]
 [ 0.          0.          0.          1.        ]]"
129,car01-frame000129.png,1530124374741844736,False,"[[ 0.9998406  -0.00997228 -0.01480992 -1.01608844]
 [ 0.01503593  0.02298304  0.99962278 -0.8216287 ]
 [-0.00962815 -0.99968612  0.02312932  0.20548692]
 [ 0.          0.          0.          1.        ]]"
130,car01-frame000130.png,1530124374941729608,False,"[[ 0.99984626 -0.00962875 -0.01465406 -1.01592595]
 [ 0.01485812  0.02147491  0.99965897 -0.76496976]
 [-0.00931077 -0.99972302  0.02161467  0.2045956 ]
 [ 0.          0.          0.          1.        ]]"
131,car01-frame000131.png,1530124375142160634,False,"[[ 0.99985027 -0.0114336  -0.01298866 -1.01609817]
 [ 0.0131701   0.01594003  0.99978621 -0.71066065]
 [-0.01122412 -0.99980758  0.01608822  0.20469375]
 [ 0.          0.          0.          1.        ]]"
132,car01-frame000132.png,1530124375341849671,True,[]
133,car01-frame000133.png,1530124375541823578,True,[]
134,car01-frame000134.png,1530124375741820654,True,[]
135,car01-frame000135.png,1530124375941655599,True,[]
136,car01-frame000136.png,1530124376141710723,True,[]
137,car01-frame000137.png,1530124376341794379,True,[]
138,car01-frame000138.png,1530124376541668893,True,[]
139,car01-frame000139.png,1530124376741756029,True,[]
140,car01-frame000140.png,1530124376941687839,True,[]
141,car01-frame000141.png,1530124377141904989,True,[]
142,car01-frame000142.png,1530124377341744439,True,[]
143,car01-frame000143.png,1530124377542454750,True,[]
144,car01-frame000144.png,1530124377741693795,True,[]
145,car01-frame000145.png,1530124377941886171,True,[]
146,car01-frame000146.png,1530124378141736727,True,[]
147,car01-frame000147.png,1530124378341836256,True,[]
148,car01-frame000148.png,1530124378541859316,True,[]
149,car01-frame000149.png,1530124378741986418,True,[]
150,car01-frame000150.png,1530124378941758989,True,[]
151,car01-frame000151.png,1530124379142668069,True,[]
152,car01-frame000152.png,1530124379341810266,True,[]
153,car01-frame000153.png,1530124379541919033,True,[]
154,car01-frame000154.png,1530124379741678577,True,[]
155,car01-frame000155.png,1530124379941636837,True,[]
156,car01-frame000156.png,1530124380141718842,True,[]
157,car01-frame000157.png,1530124380341835250,True,[]
158,car01-frame000158.png,1530124380541835203,True,[]
159,car01-frame000159.png,1530124380742370327,True,[]
160,car01-frame000160.png,1530124380941820834,True,[]
161,car01-frame000161.png,1530124381141989664,True,[]
162,car01-frame000162.png,1530124381341898137,True,[]
163,car01-frame000163.png,1530124381541791515,True,[]
164,car01-frame000164.png,1530124381741698396,True,[]
165,car01-frame000165.png,1530124381942136053,True,[]
166,car01-frame000166.png,1530124382141856867,True,[]
167,car01-frame000167.png,1530124382342119472,True,[]
168,car01-frame000168.png,1530124382542327419,True,[]
169,car01-frame000169.png,1530124382741815260,True,[]
170,car01-frame000170.png,1530124382941832821,True,[]
171,car01-frame000171.png,1530124383142303556,True,[]
172,car01-frame000172.png,1530124383342128617,True,[]
173,car01-frame000173.png,1530124383543053092,True,[]
174,car01-frame000174.png,1530124383742129550,True,[]
175,car01-frame000175.png,1530124383941822299,True,[]
176,car01-frame000176.png,1530124384141943189,True,[]
177,car01-frame000177.png,1530124384342282959,True,[]
178,car01-frame000178.png,1530124384541892848,True,[]
179,car01-frame000179.png,1530124384741975360,True,[]
180,car01-frame000180.png,1530124384941676139,True,[]
181,car01-frame000181.png,1530124385144250616,True,[]
182,car01-frame000182.png,1530124385342156518,False,"[[ 0.07639792  0.01039145  0.99702326  0.82890871]
 [-0.99707102  0.00437637  0.07635597  0.97614448]
 [-0.00356989 -0.99993643  0.01069536  0.20206588]
 [ 0.          0.          0.          1.        ]]"
183,car01-frame000183.png,1530124385541766904,True,[]
184,car01-frame000184.png,1530124385741918329,True,[]
185,car01-frame000185.png,1530124385941765627,True,[]
186,car01-frame000186.png,1530124386142003201,True,[]
187,car01-frame000187.png,1530124386342122162,True,[]
188,car01-frame000188.png,1530124386541477689,True,[]
189,car01-frame000189.png,1530124386741604559,True,[]
190,car01-frame000190.png,1530124386942214485,True,[]
191,car01-frame000191.png,1530124387141914904,True,[]
192,car01-frame000192.png,1530124387341734279,True,[]
193,car01-frame000193.png,1530124387541809281,True,[]
194,car01-frame000194.png,1530124387741476467,True,[]
195,car01-frame000195.png,1530124387941581563,True,[]
196,car01-frame000196.png,1530124388141415681,True,[]
197,car01-frame000197.png,1530124388341435911,True,[]
198,car01-frame000198.png,1530124388541521570,True,[]
199,car01-frame000199.png,1530124388741346543,True,[]
200,car01-frame000200.png,1530124388941354101,True,[]
201,car01-frame000201.png,1530124389142294587,True,[]
202,car01-frame000202.png,1530124389342146415,True,[]
203,car01-frame000203.png,1530124389542055330,True,[]
204,car01-frame000204.png,1530124389741995868,True,[]
205,car01-frame000205.png,1530124389942253197,True,[]
206,car01-frame000206.png,1530124390141897123,True,[]
207,car01-frame000207.png,1530124390341667952,True,[]
208,car01-frame000208.png,1530124390541473692,True,[]
209,car01-frame000209.png,1530124390741865956,True,[]
210,car01-frame000210.png,1530124390942002291,True,[]
211,car01-frame000211.png,1530124391142379575,False,"[[ -5.59926552e-01   1.95258520e-02   8.28312138e-01   2.75463931e+00]
 [ -8.28541497e-01  -1.45415395e-02  -5.59738807e-01   4.44284741e-01]
 [  1.11555656e-03  -9.99703598e-01   2.43201727e-02   1.85391735e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
212,car01-frame000212.png,1530124391341910922,False,"[[-0.56376814 -0.04426563  0.82474604  2.80748621]
 [-0.82551433  0.06199415 -0.56096597  0.39951433]
 [-0.02629792 -0.99709442 -0.07149224  0.1870543 ]
 [ 0.          0.          0.          1.        ]]"
213,car01-frame000213.png,1530124391542244506,True,[]
214,car01-frame000214.png,1530124391741387155,True,[]
215,car01-frame000215.png,1530124391941951023,False,"[[ -6.25565365e-01   5.04900689e-03   7.80155421e-01   2.97205828e+00]
 [ -7.80152910e-01   2.90271436e-03  -6.25582138e-01   2.54367527e-01]
 [ -5.42313687e-03  -9.99983041e-01   2.12315985e-03   1.81954025e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
216,car01-frame000216.png,1530124392142164741,False,"[[ -6.31684652e-01   2.16037733e-03   7.75222441e-01   3.02689907e+00]
 [ -7.75208985e-01   4.75751416e-03  -6.31686945e-01   2.07863398e-01]
 [ -5.05281390e-03  -9.99986349e-01  -1.33050476e-03   1.81268873e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
217,car01-frame000217.png,1530124392345515535,True,[]
218,car01-frame000218.png,1530124392542026316,False,"[[ -6.58174320e-01   4.11238731e-03   7.52854337e-01   3.13131699e+00]
 [ -7.52863879e-01  -1.47656818e-03  -6.58174597e-01   1.07476616e-01]
 [ -1.59502810e-03  -9.99990454e-01   4.06790712e-03   1.79343424e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
219,car01-frame000219.png,1530124392741848809,True,[]
220,car01-frame000220.png,1530124392942347091,False,"[[ -7.10475950e-01   6.44893859e-03   7.03691932e-01   3.22254770e+00]
 [ -7.03715767e-01  -2.48064558e-03  -7.10477281e-01  -5.34705502e-03]
 [ -2.83621407e-03  -9.99976129e-01   6.30065879e-03   1.78050446e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
221,car01-frame000221.png,1530124393141776492,False,"[[-0.7341206   0.01328924  0.67888905  3.26437135]
 [-0.67898577 -0.00446036 -0.73413788 -0.06170297]
 [-0.00672804 -0.99990175  0.01229765  0.17831107]
 [ 0.          0.          0.          1.        ]]"
222,car01-frame000222.png,1530124393341733716,False,"[[ -7.65140961e-01   1.70260076e-03   6.43860552e-01   3.30154870e+00]
 [ -6.43861750e-01  -3.83217492e-03  -7.65132251e-01  -1.22751947e-01]
 [  1.16467151e-03  -9.99991208e-01   4.02839350e-03   1.77282174e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
223,car01-frame000223.png,1530124393541848854,False,"[[ -8.03287750e-01   9.93317872e-03   5.95508289e-01   3.33277978e+00]
 [ -5.95591023e-01  -1.28053546e-02  -8.03185755e-01  -1.86345947e-01]
 [ -3.52492827e-04  -9.99868669e-01   1.62024966e-02   1.77082109e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
224,car01-frame000224.png,1530124393741948153,False,"[[-0.82587505  0.01602066  0.56362552  3.35950454]
 [-0.56379691 -0.00934327 -0.82586061 -0.24370553]
 [-0.00796472 -0.99982801  0.01674878  0.17767973]
 [ 0.          0.          0.          1.        ]]"
225,car01-frame000225.png,1530124393942416210,False,"[[ -8.35905205e-01   7.05602425e-03   5.48828480e-01   3.38542428e+00]
 [ -5.48866768e-01  -5.67132825e-03  -8.35890607e-01  -2.92723732e-01]
 [ -2.78547793e-03  -9.99959023e-01   8.61351003e-03   1.76613084e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
226,car01-frame000226.png,1530124394142020131,False,"[[ -8.53380666e-01   5.34048235e-04   5.21287976e-01   3.40793176e+00]
 [ -5.21287614e-01  -2.43601653e-03  -8.53377577e-01  -3.44163076e-01]
 [  8.14121339e-04  -9.99996890e-01   2.35724214e-03   1.75120252e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
227,car01-frame000227.png,1530124394342100957,True,[]
228,car01-frame000228.png,1530124394542049265,True,[]
229,car01-frame000229.png,1530124394742255198,True,[]
230,car01-frame000230.png,1530124394941469312,True,[]
231,car01-frame000231.png,1530124395141693621,True,[]
232,car01-frame000232.png,1530124395341510095,True,[]
233,car01-frame000233.png,1530124395542007485,True,[]
234,car01-frame000234.png,1530124395742000456,True,[]
235,car01-frame000235.png,1530124395941831295,True,[]
236,car01-frame000236.png,1530124396141696647,True,[]
237,car01-frame000237.png,1530124396342364930,True,[]
238,car01-frame000238.png,1530124396541860016,True,[]
239,car01-frame000239.png,1530124396741789101,True,[]
240,car01-frame000240.png,1530124396941848133,False,"[[ -9.78850289e-01   5.13275760e-04   2.04577245e-01   3.56693903e+00]
 [ -2.04231953e-01   5.56779521e-02  -9.77337851e-01  -1.05663827e+00]
 [ -1.18920859e-02  -9.98448648e-01  -5.43955522e-02   1.72822085e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
241,car01-frame000241.png,1530124397141661107,True,[]
242,car01-frame000242.png,1530124397341916616,False,"[[ -9.89474261e-01   4.05460866e-03   1.44652160e-01   3.57299188e+00]
 [ -1.44640422e-01   3.05410589e-03  -9.89479571e-01  -1.16165673e+00]
 [ -4.45373545e-03  -9.99987116e-01  -2.43549886e-03   1.72446908e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]"
243,car01-frame000243.png,1530124397541470892,True,[]
